,Continent,Latitude,Longitude,Average temperature per year,Hospital_beds_per_1000_people,Medical doctors per 1000 people,GDP/Capita,Population,Median age,Population aged 65 and over (%),Date,Daily tests,Cases,Deaths
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-01-06,5,,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-01-08,1,,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-01-09,13,,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-01-10,18,,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-01-11,3,,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-01-12,6,,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-01-13,14,1,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-01-14,7,1,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-01-15,12,1,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-01-16,9,1,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-01-17,5,2,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-01-18,23,2,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-01-19,6,2,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-01-20,48,2,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-01-21,12,2,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-01-22,8,4,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-01-23,24,4,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-01-24,19,4,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-01-25,26,5,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-01-26,61,5,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-01-27,59,8,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-01-28,78,14,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-01-29,108,14,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-01-30,135,14,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-01-31,142,14,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-01,224,19,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-02,153,19,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-03,128,19,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-04,235,19,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-05,387,25,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-06,205,25,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-07,152,25,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-08,104,32,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-09,61,32,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-10,51,32,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-11,65,32,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-12,116,33,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-13,69,33,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-14,53,33,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-15,81,34,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-16,33,34,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-17,125,34,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-18,124,35,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-19,188,35,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-20,193,35,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-21,190,35,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-22,180,35,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-23,255,35,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-24,351,35,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-25,489,37,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-26,721,40,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-27,1404,40,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-28,1174,40,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-02-29,731,42,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-01,621,42,1
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-02,751,43,1
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-03,716,,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-04,632,,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-05,671,47,1
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-06,619,,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-07,696,50,1
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-08,560,,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-09,807,,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-10,611,,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-11,1005,59,1
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-12,1054,70,1
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-13,1246,,
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-14,1356,82,1
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-15,2106,82,1
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-16,2190,114,1
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-17,3162,177,1
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-18,2696,177,1
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-19,2895,177,1
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-20,2109,212,1
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-21,1668,366,1
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-22,2058,599,1
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-23,2369,721,1
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-24,2363,827,4
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-25,2923,934,4
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-26,3358,1045,4
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-27,3429,1136,5
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-28,2627,1136,5
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-29,2251,1245,6
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-30,2320,1388,7
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-03-31,2506,1651,10
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-01,2777,1651,10
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-02,2963,1771,12
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-03,2762,1875,15
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-04,3189,1978,19
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-05,3525,2169,23
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-06,3891,2220,26
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-07,4738,2258,26
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-08,3804,2369,30
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-09,3577,2423,32
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-10,3776,2473,33
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-11,3892,2518,35
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-12,2754,2551,38
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-13,3698,2579,40
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-14,3904,2613,41
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-15,4879,2643,43
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-16,5419,2672,46
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-17,4892,2700,47
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-18,6176,2700,47
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-19,4466,2733,47
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-20,4224,2765,47
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-21,5517,2792,47
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-22,6933,2811,48
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-23,9222,2839,50
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-24,6527,2839,50
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-25,5619,2854,50
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-26,5836,2922,51
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-27,8072,2922,51
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-28,9765,2938,54
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-29,8772,2938,54
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-04-30,11423,2954,54
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-01,7530,2960,54
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-02,9243,2960,54
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-03,6085,2966,54
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-04,6511,2969,54
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-05,7326,2987,54
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-06,6191,2988,54
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-07,7667,2989,55
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-08,7916,2992,55
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-09,6194,3000,55
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-10,5576,3004,56
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-11,5759,3015,56
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-12,6785,3015,56
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-13,7440,3017,56
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-14,7010,3017,56
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-15,8075,3018,56
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-16,6491,3025,56
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-17,4043,3028,56
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-18,6761,3028,56
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-19,7656,3031,56
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-20,8534,3034,56
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-21,8627,3034,56
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-22,7736,3037,56
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-23,7914,3040,56
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-24,4298,3040,56
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-25,8194,3042,57
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-26,9193,3042,57
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-27,10021,3045,57
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-28,9181,3054,57
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-29,8759,3065,57
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-30,7758,3076,57
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-05-31,4797,3081,57
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-01,8103,3081,57
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-02,10293,3082,57
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-03,6696,3083,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-04,10029,3101,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-05,8963,3102,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-06,5259,3104,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-07,5081,3112,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-08,8670,3119,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-09,10526,3119,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-10,7940,3125,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-11,10366,3125,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-12,8818,3125,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-13,5626,3129,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-14,4798,3134,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-15,7963,3135,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-16,8936,3135,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-17,8002,3135,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-18,8137,3141,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-19,6891,3141,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-20,3943,3146,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-21,3605,3147,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-22,6205,3148,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-23,5779,3151,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-24,5263,3156,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-25,6671,3158,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-26,4320,3158,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-27,3543,3162,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-28,2547,3162,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-29,6437,3162,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-06-30,5259,3171,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-01,4380,3173,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-02,4645,3179,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-03,4255,3180,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-04,2406,3185,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-05,2529,3190,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-06,3114,3195,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-07,3000,3195,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-08,3515,3197,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-09,4335,3202,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-10,5076,3202,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-11,3317,3216,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-12,2813,3217,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-13,4121,3220,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-14,6127,3227,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-15,5387,3232,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-16,8355,3236,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-17,6028,3239,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-18,4881,3246,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-19,3320,3249,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-20,4730,3250,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-21,4473,3255,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-22,6655,3261,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-23,5778,3269,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-24,5772,3279,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-25,3897,3282,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-26,2962,3291,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-27,4326,3295,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-28,4624,3297,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-29,5658,3298,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-30,6915,3304,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-07-31,5029,3310,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-01,3685,3312,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-02,3188,3317,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-03,3707,3320,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-04,3968,3321,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-05,4599,3328,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-06,3990,3330,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-07,4540,3345,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-08,4379,3348,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-09,3552,3351,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-10,3556,3351,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-11,4136,3351,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-12,4003,3356,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-13,4034,3356,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-14,3244,3376,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-15,3356,3376,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-16,3072,3377,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-17,4262,3378,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-18,4200,3378,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-19,6208,3382,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-20,5473,3389,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-21,4297,3390,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-22,3568,3390,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-23,2666,3395,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-24,5347,3397,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-25,3688,3402,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-26,5209,3403,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-27,4866,3404,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-28,4755,3410,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-29,3560,3411,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-30,3684,3411,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-08-31,4988,3412,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-09-01,4220,3417,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-09-02,3821,3425,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-09-03,4687,3427,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-09-04,4562,3431,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-09-05,2903,3431,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-09-06,3458,3444,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-09-07,4737,3445,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-09-08,6175,3446,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-09-09,5363,3447,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-09-10,4987,3454,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-09-11,5010,3461,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-09-12,5008,3466,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-09-13,2985,3473,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-09-14,4381,3475,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-09-15,4100,3480,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-09-16,4235,3490,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-09-17,4027,3490,58
Thailand,Asia,15.87,100.99,27,2.1,0.47,16277.67,69037513,40,12,2020-09-18,4360,3497,58
