,Continent,Latitude,Longitude,Average temperature per year,Hospital_beds_per_1000_people,Medical doctors per 1000 people,GDP/Capita,Population,Median age,Population aged 65 and over (%),Date,Daily tests,Cases,Deaths
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-02-26,,1,
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-02-27,,1,
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-02-28,,1,
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-02-29,,1,
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-03-01,,3,
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-03-02,,3,
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-03-04,,5,
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-03-05,,12,
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-03-06,,17,
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-03-09,,20,
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-03-12,,20,
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-03-13,,25,1
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-03-14,,26,2
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-03-15,,37,2
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-03-16,,48,4
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-03-17,,58,4
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-03-18,,60,5
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-03-19,,72,6
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-03-20,,90,7
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-03-21,,102,10
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-03-22,,139,15
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-03-23,,201,17
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-03-24,,230,17
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-03-25,,264,19
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-03-26,,302,21
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-03-27,,367,25
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-03-28,,409,26
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-03-29,,454,29
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-03-30,,511,31
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-03-31,,584,35
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-01,200,716,44
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-02,,847,58
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-03,,986,63
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-04,,1171,105
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-05,,1251,130
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-06,,1320,152
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-07,,1423,173
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-08,,1468,193
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-09,,1572,205
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-10,,1666,235
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-11,,1761,256
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-12,,1825,275
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-13,,1914,293
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-14,,1983,313
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-15,,2070,325
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-16,,2160,336
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-17,,2268,348
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-18,,2418,364
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-19,,2535,367
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-20,,2629,375
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-21,,2718,384
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-22,,2811,392
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-23,,2910,402
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-24,,3007,407
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-25,,3127,415
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-26,,3256,419
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-27,,3382,425
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-28,,3517,432
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-29,,3649,437
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-04-30,,3848,444
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-01,400,4006,450
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-02,,4154,453
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-03,,4295,459
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-04,,4474,463
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-05,,4648,465
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-06,,4838,470
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-07,,4997,476
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-08,,5182,483
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-09,,5369,488
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-10,,5558,494
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-11,,5723,502
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-12,,5891,507
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-13,,6067,515
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-14,,6253,522
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-15,,6442,529
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-16,,6629,536
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-17,,6821,542
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-18,,7019,548
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-19,,7201,555
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-20,,7377,561
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-21,,7542,568
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-22,,7728,575
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-23,,7918,582
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-24,,8113,592
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-25,,8306,600
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-26,,8503,609
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-27,,8697,617
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-28,,8857,623
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-29,,8997,630
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-30,,9134,638
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-05-31,,9267,646
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-01,,9394,653
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-02,,9513,661
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-03,,9626,667
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-04,,9626,667
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-05,,9831,681
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-06,,9935,690
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-07,,10050,698
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-08,,10154,707
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-09,,10265,715
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-10,,10382,724
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-11,,10484,732
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-12,,10589,741
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-13,,10698,751
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-14,,10810,760
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-15,,10919,767
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-16,,11031,777
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-17,,11147,788
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-18,,11268,799
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-19,,11385,811
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-20,,11504,825
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-21,,11631,837
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-22,,11771,845
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-23,,11920,852
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-24,,12076,861
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-25,,12248,869
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-26,2500,12445,878
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-27,,12685,885
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-28,,12968,892
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-29,,13273,897
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-06-30,,13571,905
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-01,,13907,912
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-02,,14272,920
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-03,,14657,928
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-04,,15070,937
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-05,,15500,946
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-06,,15941,952
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-07,,16404,959
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-08,,16879,968
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-09,,17348,978
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-10,,17808,988
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-11,,18242,996
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-12,,18712,1004
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-13,,19195,1011
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-14,,19689,1018
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-15,,20216,1028
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-16,,20770,1040
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-17,,21355,1052
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-18,,21948,1057
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-19,,22549,1068
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-20,,23084,1078
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-21,,23691,1087
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-22,,24278,1100
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-23,,24872,1111
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-24,,25484,1124
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-25,,26159,1136
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-26,,26764,1146
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-27,,27357,1155
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-28,,27973,1163
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-29,,28615,1174
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-30,,29229,1186
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-07-31,,29831,1200
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-01,,30394,1210
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-02,,30950,1223
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-03,,31465,1231
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-04,,31972,1239
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-05,,32504,1248
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-06,,33055,1261
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-07,,33626,1273
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-08,,34155,1282
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-09,,34693,1293
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-10,,35214,1302
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-11,,35712,1312
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-12,,36204,1322
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-13,,36699,1333
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-14,,37187,1341
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-15,,37664,1351
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-16,,38133,1360
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-17,,38583,1370
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-18,,39025,1379
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-19,,39444,1391
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-20,,39847,1402
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-21,,40258,1411
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-22,,40667,1418
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-23,,41068,1424
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-24,,41460,1435
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-25,,41858,1446
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-26,,42228,1456
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-27,,42619,1465
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-28,,43016,1475
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-29,,43403,1483
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-30,,43782,1491
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-08-31,,44146,1501
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-01,,44494,1510
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-02,,44833,1518
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-03,,45158,1525
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-04,,45469,1531
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-05,,45773,1539
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-06,,46071,1549
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-07,,46364,1556
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-08,,46653,1562
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-09,,46938,1571
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-10,,47216,1581
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-11,,47488,1591
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-12,,47752,1599
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-13,,48007,1605
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-14,,48254,1612
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-15,,48496,1620
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-16,,48734,1632
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-17,,48966,1645
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-18,,49194,1654
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-19,,49413,1659
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-20,,49623,1665
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-21,,49826,1672
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-22,,50023,1679
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-23,,50214,1689
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-24,,50400,1698
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-25,,50579,1703
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-26,,50754,1707
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-27,,50914,1711
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-28,,51067,1714
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-29,,51213,1719
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-09-30,,51368,1726
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-01,,51530,1734
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-02,,51690,1741
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-03,,51847,1749
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-04,,51995,1756
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-05,,52136,1760
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-06,,52270,1768
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-07,,52399,1773
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-08,,52520,1779
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-09,,52658,1783
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-10,,52804,1789
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-11,,52940,1795
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-12,,53072,1801
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-13,,53225,1809
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-14,,53399,1818
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-15,,53584,1827
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-16,,53777,1836
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-17,,53988,1841
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-18,,54203,1846
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-19,,54402,1856
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-20,,54616,1865
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-21,,54839,1865
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-22,,55091,1880
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-23,,55357,1888
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-24,,55630,1897
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-25,,55880,1907
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-26,,56143,1914
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-27,,56419,1922
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-28,,56706,1931
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-29,,57026,1941
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-30,,57332,1949
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-10-31,,57651,1956
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-11-01,,57942,1964
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-11-02,,58272,1973
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-11-03,,58574,1980
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-11-04,,58979,1989
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-11-05,,59527,1999
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-11-06,,60169,2011
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-11-07,,60800,2024
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-11-08,,61381,2036
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-11-09,,62051,2048
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-11-10,,62693,2062
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-11-11,,63446,2077
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-11-12,,64257,2093
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-11-13,,65108,2111
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-11-14,,65975,2125
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-11-15,,66819,2139
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-11-16,,67679,2154
